"STATISTIC Label","Month","Taxation Class","UNIT","VALUE"
"Vehicles Licensed for the First Time","1998 August","Secondhand Vehicles","Number","4382"
"Vehicles Licensed for the First Time","1998 August","Secondhand Private Cars","Number","3371"
"Vehicles Licensed for the First Time","1998 August","Secondhand Goods Vehicles","Number","370"
"Vehicles Licensed for the First Time","1998 August","Secondhand Tractors","Number","231"
"Vehicles Licensed for the First Time","1998 August","Secondhand Other Vehicles","Number","182"
"Vehicles Licensed for the First Time","1998 August","Secondhand Motor Cycles","Number","228"
"Vehicles Licensed for the First Time","1998 September","All Vehicles","Number","13502"
"Vehicles Licensed for the First Time","1998 September","New Vehicles","Number","9168"
"Vehicles Licensed for the First Time","1998 September","New Private Cars","Number","6676"
"Vehicles Licensed for the First Time","1998 September","New Goods Vehicles","Number","1690"
"Vehicles Licensed for the First Time","1998 September","New Tractors","Number","160"
"Vehicles Licensed for the First Time","1998 September","New Motor Cycles","Number","243"
"Vehicles Licensed for the First Time","1998 September","New Exempt Vehicles","Number","219"
"Vehicles Licensed for the First Time","1998 September","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","180"
"Vehicles Licensed for the First Time","1998 September","Secondhand Vehicles","Number","4334"
"Vehicles Licensed for the First Time","1998 September","Secondhand Private Cars","Number","3233"
"Vehicles Licensed for the First Time","1998 September","Secondhand Goods Vehicles","Number","517"
"Vehicles Licensed for the First Time","1998 September","Secondhand Tractors","Number","199"
"Vehicles Licensed for the First Time","1998 September","Secondhand Other Vehicles","Number","208"
"Vehicles Licensed for the First Time","1998 September","Secondhand Motor Cycles","Number","177"
"Vehicles Licensed for the First Time","1998 October","All Vehicles","Number","13626"
"Vehicles Licensed for the First Time","1998 October","New Vehicles","Number","8865"
"Vehicles Licensed for the First Time","1998 October","New Private Cars","Number","6511"
"Vehicles Licensed for the First Time","1998 October","New Goods Vehicles","Number","1602"
"Vehicles Licensed for the First Time","1998 October","New Tractors","Number","177"
"Vehicles Licensed for the First Time","1998 October","New Motor Cycles","Number","242"
"Vehicles Licensed for the First Time","1998 October","New Exempt Vehicles","Number","162"
"Vehicles Licensed for the First Time","1998 October","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","171"
"Vehicles Licensed for the First Time","1998 October","Secondhand Vehicles","Number","4761"
"Vehicles Licensed for the First Time","1998 October","Secondhand Private Cars","Number","3559"
"Vehicles Licensed for the First Time","1998 October","Secondhand Goods Vehicles","Number","573"
"Vehicles Licensed for the First Time","1998 October","Secondhand Tractors","Number","215"
"Vehicles Licensed for the First Time","1998 October","Secondhand Other Vehicles","Number","243"
"Vehicles Licensed for the First Time","1998 October","Secondhand Motor Cycles","Number","171"
"Vehicles Licensed for the First Time","1998 November","All Vehicles","Number","12826"
"Vehicles Licensed for the First Time","1998 November","New Vehicles","Number","7821"
"Vehicles Licensed for the First Time","1998 November","New Private Cars","Number","5419"
"Vehicles Licensed for the First Time","1998 November","New Goods Vehicles","Number","1626"
"Vehicles Licensed for the First Time","1998 November","New Tractors","Number","178"
"Vehicles Licensed for the First Time","1998 November","New Motor Cycles","Number","313"
"Vehicles Licensed for the First Time","1998 November","New Exempt Vehicles","Number","125"
"Vehicles Licensed for the First Time","1998 November","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","160"
"Vehicles Licensed for the First Time","1998 November","Secondhand Vehicles","Number","5005"
"Vehicles Licensed for the First Time","1998 November","Secondhand Private Cars","Number","3703"
"Vehicles Licensed for the First Time","1998 November","Secondhand Goods Vehicles","Number","605"
"Vehicles Licensed for the First Time","1998 November","Secondhand Tractors","Number","285"
"Vehicles Licensed for the First Time","1998 November","Secondhand Other Vehicles","Number","233"
"Vehicles Licensed for the First Time","1998 November","Secondhand Motor Cycles","Number","179"
"Vehicles Licensed for the First Time","1998 December","All Vehicles","Number","9751"
"Vehicles Licensed for the First Time","1998 December","New Vehicles","Number","5087"
"Vehicles Licensed for the First Time","1998 December","New Private Cars","Number","3447"
"Vehicles Licensed for the First Time","1998 December","New Goods Vehicles","Number","1047"
"Vehicles Licensed for the First Time","1998 December","New Tractors","Number","110"
"Vehicles Licensed for the First Time","1998 December","New Motor Cycles","Number","203"
"Vehicles Licensed for the First Time","1998 December","New Exempt Vehicles","Number","167"
"Vehicles Licensed for the First Time","1998 December","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","113"
"Vehicles Licensed for the First Time","1998 December","Secondhand Vehicles","Number","4664"
"Vehicles Licensed for the First Time","1998 December","Secondhand Private Cars","Number","3486"
"Vehicles Licensed for the First Time","1998 December","Secondhand Goods Vehicles","Number","569"
"Vehicles Licensed for the First Time","1998 December","Secondhand Tractors","Number","231"
"Vehicles Licensed for the First Time","1998 December","Secondhand Other Vehicles","Number","218"
"Vehicles Licensed for the First Time","1998 December","Secondhand Motor Cycles","Number","160"
"Vehicles Licensed for the First Time","1999 January","All Vehicles","Number","20132"
"Vehicles Licensed for the First Time","1999 January","New Vehicles","Number","16434"
"Vehicles Licensed for the First Time","1999 January","New Private Cars","Number","13578"
"Vehicles Licensed for the First Time","1999 January","New Goods Vehicles","Number","1980"
"Vehicles Licensed for the First Time","1999 January","New Tractors","Number","208"
"Vehicles Licensed for the First Time","1999 January","New Motor Cycles","Number","267"
"Vehicles Licensed for the First Time","1999 January","New Exempt Vehicles","Number","203"
"Vehicles Licensed for the First Time","1999 January","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","198"
"Vehicles Licensed for the First Time","1999 January","Secondhand Vehicles","Number","3698"
"Vehicles Licensed for the First Time","1999 January","Secondhand Private Cars","Number","2680"
"Vehicles Licensed for the First Time","1999 January","Secondhand Goods Vehicles","Number","522"
"Vehicles Licensed for the First Time","1999 January","Secondhand Tractors","Number","212"
"Vehicles Licensed for the First Time","1999 January","Secondhand Other Vehicles","Number","164"
"Vehicles Licensed for the First Time","1999 January","Secondhand Motor Cycles","Number","120"
"Vehicles Licensed for the First Time","1999 February","All Vehicles","Number","28203"
"Vehicles Licensed for the First Time","1999 February","New Vehicles","Number","23729"
"Vehicles Licensed for the First Time","1999 February","New Private Cars","Number","19470"
"Vehicles Licensed for the First Time","1999 February","New Goods Vehicles","Number","3187"
"Vehicles Licensed for the First Time","1999 February","New Tractors","Number","267"
"Vehicles Licensed for the First Time","1999 February","New Motor Cycles","Number","321"
"Vehicles Licensed for the First Time","1999 February","New Exempt Vehicles","Number","228"
"Vehicles Licensed for the First Time","1999 February","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","256"
"Vehicles Licensed for the First Time","1999 February","Secondhand Vehicles","Number","4474"
"Vehicles Licensed for the First Time","1999 February","Secondhand Private Cars","Number","3170"
"Vehicles Licensed for the First Time","1999 February","Secondhand Goods Vehicles","Number","625"
"Vehicles Licensed for the First Time","1999 February","Secondhand Tractors","Number","303"
"Vehicles Licensed for the First Time","1999 February","Secondhand Other Vehicles","Number","212"
"Vehicles Licensed for the First Time","1999 February","Secondhand Motor Cycles","Number","164"
"Vehicles Licensed for the First Time","1999 March","All Vehicles","Number","32853"
"Vehicles Licensed for the First Time","1999 March","New Vehicles","Number","27844"
"Vehicles Licensed for the First Time","1999 March","New Private Cars","Number","23411"
"Vehicles Licensed for the First Time","1999 March","New Goods Vehicles","Number","3299"
"Vehicles Licensed for the First Time","1999 March","New Tractors","Number","245"
"Vehicles Licensed for the First Time","1999 March","New Motor Cycles","Number","412"
"Vehicles Licensed for the First Time","1999 March","New Exempt Vehicles","Number","222"
"Vehicles Licensed for the First Time","1999 March","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","255"
"Vehicles Licensed for the First Time","1999 March","Secondhand Vehicles","Number","5009"
"Vehicles Licensed for the First Time","1999 March","Secondhand Private Cars","Number","3487"
"Vehicles Licensed for the First Time","1999 March","Secondhand Goods Vehicles","Number","759"
"Vehicles Licensed for the First Time","1999 March","Secondhand Tractors","Number","277"
"Vehicles Licensed for the First Time","1999 March","Secondhand Other Vehicles","Number","256"
"Vehicles Licensed for the First Time","1999 March","Secondhand Motor Cycles","Number","230"
"Vehicles Licensed for the First Time","1999 April","All Vehicles","Number","27311"
"Vehicles Licensed for the First Time","1999 April","New Vehicles","Number","22375"
"Vehicles Licensed for the First Time","1999 April","New Private Cars","Number","18190"
"Vehicles Licensed for the First Time","1999 April","New Goods Vehicles","Number","2998"
"Vehicles Licensed for the First Time","1999 April","New Tractors","Number","312"
"Vehicles Licensed for the First Time","1999 April","New Motor Cycles","Number","373"
"Vehicles Licensed for the First Time","1999 April","New Exempt Vehicles","Number","241"
